Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.159.129-192.168.159.133-22-52848-6,192.168.159.133,52848,192.168.159.129,22,6,31-03-2024 10:32,45484078,20,32,2217,2565,1168,0,110.85,251.4721445,1280,0,80.15625,227.5768724,105.1356917,1.143257208,891844.6667,4463843.269,3.17E+07,20,1.38E+07,724360.4737,1100126.36,2723486,379,4.55E+07,1467179.742,5686627.531,3.17E+07,31,0,0,0,0,648,1032,0.439714311,0.703542897,0,1280,90.22641509,233.1616839,54364.37083,1,0,0,0,1,0,0,0,1,91.96153846,110.85,80.15625,0,0,0,0,0,0,20,2217,32,2565,-1,249,16,0,31,0,31,31,3.17E+07,0,3.17E+07,3.17E+07,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-52922-6,192.168.159.133,52922,192.168.159.129,22,6,31-03-2024 10:32,11144286,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,400.3845558,4.03794375,253279.2273,692474.3528,2498426,22,1.11E+07,655516.2353,1037885.543,2541585,506,1.10E+07,424699.5769,865967.3391,2498426,42,0,0,0,0,576,880,1.6151775,2.42276625,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55744-6,192.168.159.133,55744,192.168.159.129,22,6,31-03-2024 10:33,942,1,3,0,0,0,0,0,0,0,0,0,0,0,4246.284501,314,436.981693,818,41,0,0,0,0,0,942,471,608.1118318,901,41,0,0,0,0,32,112,1061.571125,3184.713376,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37246-6,192.168.159.133,37246,192.168.159.129,22,6,31-03-2024 10:32,10110463,18,27,2137,2405,1168,0,118.7222222,265.3410249,1280,0,89.07407407,246.7943594,449.2375868,4.450834744,229783.25,634697.2379,2479506,15,1.01E+07,594708.1176,957773.9844,2565009,418,1.00E+07,384970.1538,794665.201,2479506,60,0,0,0,0,576,880,1.780333898,2.670500846,0,1280,98.73913043,249.4417264,62221.17488,0,1,0,0,0,0,0,0,1,100.9333333,118.7222222,89.07407407,0,0,0,0,0,0,18,2137,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37256-6,192.168.159.133,37256,192.168.159.129,22,6,31-03-2024 10:32,10111441,18,27,2137,2405,1168,0,118.7222222,265.3410249,1280,0,89.07407407,246.7943594,449.1941356,4.45040425,229805.4773,634986.7453,2480911,27,1.01E+07,594767.7647,957413.0258,2562631,628,1.00E+07,384950.5,795077.0844,2480911,52,0,0,0,0,576,880,1.7801617,2.67024255,0,1280,98.73913043,249.4417264,62221.17488,0,1,0,0,0,0,0,0,1,100.9333333,118.7222222,89.07407407,0,0,0,0,0,0,18,2137,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37260-6,192.168.159.133,37260,192.168.159.129,22,6,31-03-2024 10:32,10107058,18,27,2137,2405,1168,0,118.7222222,265.3410249,1280,0,89.07407407,246.7943594,449.388932,4.452334201,229705.8636,634595.2738,2477860,15,1.01E+07,594508.3529,957321.0892,2563019,479,1.00E+07,384820.4231,794559.6687,2477860,51,0,0,0,0,576,880,1.78093368,2.67140052,0,1280,98.73913043,249.4417264,62221.17488,0,1,0,0,0,0,0,0,1,100.9333333,118.7222222,89.07407407,0,0,0,0,0,0,18,2137,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37266-6,192.168.159.133,37266,192.168.159.129,22,6,31-03-2024 10:32,11078878,19,31,2313,2565,1168,0,121.7368421,256.6527793,1280,0,82.74193548,230.8604149,440.2972936,4.513092391,226099.551,598649.1983,2191735,17,1.11E+07,615465.1111,901112.0695,2235047,309,1.11E+07,369269.7667,733834.4292,2191735,97,0,0,0,0,608,1008,1.714975108,2.798117282,0,1280,95.64705882,237.1417992,56236.23294,0,1,0,0,0,0,0,0,1,97.56,121.7368421,82.74193548,0,0,0,0,0,0,19,2313,31,2565,-1,249,16,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37306-6,192.168.159.133,37306,192.168.159.129,22,6,31-03-2024 10:32,8962361,18,27,2137,2405,1168,0,118.7222222,265.3410249,1280,0,89.07407407,246.7943594,506.7861025,5.020998373,203690.0227,552198.9206,2008455,21,8961988,527175.7647,832909.6397,2050528,439,8861178,340814.5385,690290.5781,2008455,48,0,0,0,0,576,880,2.008399349,3.012599024,0,1280,98.73913043,249.4417264,62221.17488,0,1,0,0,0,0,0,0,1,100.9333333,118.7222222,89.07407407,0,0,0,0,0,0,18,2137,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37312-6,192.168.159.133,37312,192.168.159.129,22,6,31-03-2024 10:32,9574886,18,27,2137,2405,1168,0,118.7222222,265.3410249,1280,0,89.07407407,246.7943594,474.3659611,4.699794859,217611.0455,595316.3496,2225332,17,9574314,563194.9412,898021.8475,2309931,357,9473154,364352.0769,744753.9264,2225332,46,0,0,0,0,576,880,1.879917944,2.819876916,0,1280,98.73913043,249.4417264,62221.17488,0,1,0,0,0,0,0,0,1,100.9333333,118.7222222,89.07407407,0,0,0,0,0,0,18,2137,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55832-6,192.168.159.133,55832,192.168.159.129,22,6,31-03-2024 10:33,1159,1,3,0,0,0,0,0,0,0,0,0,0,0,3451.251079,386.3333333,299.1610492,603,45,0,0,0,0,0,1159,579.5,755.8971491,1114,45,0,0,0,0,32,112,862.8127696,2588.438309,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37292-6,192.168.159.133,37292,192.168.159.129,22,6,31-03-2024 10:32,11020638,18,27,2137,2405,1168,0,118.7222222,265.3410249,1280,0,89.07407407,246.7943594,412.1358491,4.083248175,250469.0455,697501.946,2663995,16,1.10E+07,648251.0588,1050386.538,2705636,441,1.09E+07,419937.2308,873850.1913,2663995,37,0,0,0,0,576,880,1.63329927,2.449948905,0,1280,98.73913043,249.4417264,62221.17488,0,1,0,0,0,0,0,0,1,100.9333333,118.7222222,89.07407407,0,0,0,0,0,0,18,2137,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37294-6,192.168.159.133,37294,192.168.159.129,22,6,31-03-2024 10:32,11011291,18,27,2137,2405,1168,0,118.7222222,265.3410249,1280,0,89.07407407,246.7943594,412.4856931,4.086714264,250256.6136,697449.4345,2663392,15,1.10E+07,647693.4118,1050118.169,2705380,231,1.09E+07,419600.4615,873839.7063,2663392,37,0,0,0,0,576,880,1.634685706,2.452028559,0,1280,98.73913043,249.4417264,62221.17488,0,1,0,0,0,0,0,0,1,100.9333333,118.7222222,89.07407407,0,0,0,0,0,0,18,2137,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37270-6,192.168.159.133,37270,192.168.159.129,22,6,31-03-2024 10:32,11581440,19,29,2137,2405,1168,0,112.4736842,259.2995626,1280,0,82.93103448,238.9237671,392.1792109,4.144562334,246413.617,700492.4587,2663557,17,1.16E+07,643383.7222,1060247.355,2705277,614,1.15E+07,410006.5714,875888.3691,2663557,50,0,0,0,0,608,944,1.640555924,2.50400641,0,1280,92.69387755,242.7022528,58904.3835,0,1,0,0,0,0,0,0,1,94.625,112.4736842,82.93103448,0,0,0,0,0,0,19,2137,29,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-37314-6,192.168.159.133,37314,192.168.159.129,22,6,31-03-2024 10:32,12787683,19,33,2313,2565,1168,0,121.7368421,256.6527793,1280,0,77.72727273,224.426947,381.4608166,4.066412969,250738.8824,679265.6194,2636071,14,1.28E+07,710404.8889,1035660.373,2677041,355,1.28E+07,399578.4063,826333.888,2636071,56,0,0,0,0,608,1072,1.485804739,2.580608231,0,1280,92.03773585,233.2635487,54411.88316,0,1,0,0,0,0,0,0,1,93.80769231,121.7368421,77.72727273,0,0,0,0,0,0,19,2313,33,2565,-1,249,16,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58392-6,192.168.159.133,58392,192.168.159.129,22,6,31-03-2024 10:33,473,1,3,0,0,0,0,0,0,0,0,0,0,0,8456.659619,157.6666667,166.7852911,349,43,0,0,0,0,0,473,236.5,273.6503243,430,43,0,0,0,0,32,112,2114.164905,6342.494715,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55760-6,192.168.159.133,55760,192.168.159.129,22,6,31-03-2024 10:33,9583705,18,27,2073,2405,1168,0,115.1666667,265.5246194,1280,0,89.07407407,246.7943594,467.251444,4.695470071,217811.4773,611125.109,2500690,19,9583192,563717.1765,924083.4966,2541708,647,9481967,364691.0385,766392.7343,2500690,32,0,0,0,0,576,880,1.878188029,2.817282043,0,1280,97.34782609,249.4077623,62204.23188,0,1,0,0,0,0,0,0,1,99.51111111,115.1666667,89.07407407,0,0,0,0,0,0,18,2073,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58414-6,192.168.159.133,58414,192.168.159.129,22,6,31-03-2024 10:33,444,1,3,0,0,0,0,0,0,0,0,0,0,0,9009.009009,148,134.5696846,301,48,0,0,0,0,0,444,222,246.0731599,396,48,0,0,0,0,32,112,2252.252252,6756.756757,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55762-6,192.168.159.133,55762,192.168.159.129,22,6,31-03-2024 10:33,9579334,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,465.7943861,4.69761259,217712.1364,610721.8203,2499952,16,9578907,563465.1176,924577.4632,2542059,435,9477271,364510.4231,765879.1776,2499952,82,0,0,0,0,576,880,1.879045036,2.818567554,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55772-6,192.168.159.133,55772,192.168.159.129,22,6,31-03-2024 10:33,11785665,18,32,2233,2565,1168,0,124.0555556,262.7448935,1280,0,80.15625,227.5768724,407.1047327,4.242441984,240523.7755,655982.4047,2500411,22,9284086,546122.7059,905403.4729,2541706,595,1.18E+07,380182.7419,796021.7682,2500411,94,0,0,0,0,576,1040,1.527279114,2.715162869,0,1280,94.07843137,237.080142,56206.99373,0,1,0,0,0,0,0,0,1,95.96,124.0555556,80.15625,0,0,0,0,0,0,18,2233,32,2565,-1,249,16,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55792-6,192.168.159.133,55792,192.168.159.129,22,6,31-03-2024 10:33,9822280,18,27,2073,2405,1168,0,115.1666667,265.5246194,1280,0,89.07407407,246.7943594,455.9022956,4.581421014,223233.6364,629765.0044,2508733,19,9821907,577759.2353,954903.5318,2550745,493,9720738,373874.5385,790126.1948,2508733,43,0,0,0,0,576,880,1.832568406,2.748852609,0,1280,97.34782609,249.4077623,62204.23188,0,1,0,0,0,0,0,0,1,99.51111111,115.1666667,89.07407407,0,0,0,0,0,0,18,2073,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58480-6,192.168.159.133,58480,192.168.159.129,22,6,31-03-2024 10:33,401,1,3,0,0,0,0,0,0,0,0,0,0,0,9975.062344,133.6666667,126.6109527,274,28,0,0,0,0,0,401,200.5,243.9518395,373,28,0,0,0,0,32,112,2493.765586,7481.296758,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58496-6,192.168.159.133,58496,192.168.159.129,22,6,31-03-2024 10:33,569,1,3,0,0,0,0,0,0,0,0,0,0,0,7029.876977,189.6666667,142.5213434,341,58,0,0,0,0,0,569,284.5,320.3193719,511,58,0,0,0,0,32,112,1757.469244,5272.407733,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55776-6,192.168.159.133,55776,192.168.159.129,22,6,31-03-2024 10:33,10734566,18,27,2073,2405,1168,0,115.1666667,265.5246194,1280,0,89.07407407,246.7943594,417.1570607,4.192065147,243967.4091,679692.0974,2636154,18,1.07E+07,631422.2941,1024136.956,2677482,441,1.06E+07,408964.4231,851601.5825,2636154,53,0,0,0,0,576,880,1.676826059,2.515239088,0,1280,97.34782609,249.4077623,62204.23188,0,1,0,0,0,0,0,0,1,99.51111111,115.1666667,89.07407407,0,0,0,0,0,0,18,2073,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55784-6,192.168.159.133,55784,192.168.159.129,22,6,31-03-2024 10:33,10732511,18,27,2073,2405,1168,0,115.1666667,265.5246194,1280,0,89.07407407,246.7943594,417.2369355,4.19286782,243920.7045,679681.6062,2635508,18,1.07E+07,631302.1176,1024927.79,2678031,646,1.06E+07,408879.5385,851609.8265,2635508,48,0,0,0,0,576,880,1.677147128,2.515720692,0,1280,97.34782609,249.4077623,62204.23188,0,1,0,0,0,0,0,0,1,99.51111111,115.1666667,89.07407407,0,0,0,0,0,0,18,2073,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58512-6,192.168.159.133,58512,192.168.159.129,22,6,31-03-2024 10:33,466,1,3,0,0,0,0,0,0,0,0,0,0,0,8583.690987,155.3333333,161.4321323,340,41,0,0,0,0,0,466,233,271.529004,425,41,0,0,0,0,32,112,2145.922747,6437.76824,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55838-6,192.168.159.133,55838,192.168.159.129,22,6,31-03-2024 10:33,9668235,18,29,2073,2405,1168,0,115.1666667,265.5246194,1280,0,82.93103448,238.9237671,463.1662346,4.861280265,210179.0217,606076.3838,2509383,21,9667854,568697.2941,936979.3805,2550681,663,9566193,341649.75,752493.7883,2509383,50,0,0,0,0,576,944,1.86176691,2.999513355,0,1280,93.29166667,244.8340261,59943.70035,0,1,0,0,0,0,0,0,1,95.27659574,115.1666667,82.93103448,0,0,0,0,0,0,18,2073,29,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55822-6,192.168.159.133,55822,192.168.159.129,22,6,31-03-2024 10:33,9860381,19,29,2057,2405,1168,0,108.2631579,259.4086956,1280,0,82.93103448,238.9237671,452.5180112,4.867966055,209795.3404,611210.8522,2510411,9,9859912,547772.8889,934665.5675,2552009,103,9757672,348488.2857,766131.5447,2510411,45,0,0,0,0,608,944,1.92690323,2.941062825,0,1280,91.06122449,242.6189921,58863.97534,0,1,0,0,0,0,0,0,1,92.95833333,108.2631579,82.93103448,0,0,0,0,0,0,19,2057,29,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-55806-6,192.168.159.133,55806,192.168.159.129,22,6,31-03-2024 10:33,11962042,18,32,2233,2565,1168,0,124.0555556,262.7448935,1280,0,80.15625,227.5768724,401.1020861,4.17988835,244123.3061,663844.6191,2504915,9,9719026,571707.4118,950646.5584,2547096,339,1.20E+07,385872.3226,805357.1987,2504915,38,0,0,0,0,576,1040,1.504759806,2.675128544,0,1280,94.07843137,237.080142,56206.99373,0,1,0,0,0,0,0,0,1,95.96,124.0555556,80.15625,0,0,0,0,0,0,18,2233,32,2565,-1,249,16,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58396-6,192.168.159.133,58396,192.168.159.129,22,6,31-03-2024 10:33,10018247,18,27,2089,2405,1168,0,116.0555556,265.4834596,1280,0,89.07407407,246.7943594,448.5814734,4.491803806,227687.4318,630744.7475,2459367,20,1.00E+07,589284,950582.7992,2501504,446,9917108,381427.2308,789953.0074,2459367,71,0,0,0,0,576,880,1.796721522,2.695082283,0,1280,97.69565217,249.4169975,62208.83865,0,1,0,0,0,0,0,0,1,99.86666667,116.0555556,89.07407407,0,0,0,0,0,0,18,2089,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58420-6,192.168.159.133,58420,192.168.159.129,22,6,31-03-2024 10:33,10459918,18,27,2073,2405,1168,0,115.1666667,265.5246194,1280,0,89.07407407,246.7943594,428.1104307,4.302136977,237725.4091,665225.4955,2480893,21,1.05E+07,615270.5294,1002606.482,2522292,438,1.04E+07,398358.5385,833890.4341,2480893,37,0,0,0,0,576,880,1.720854791,2.581282186,0,1280,97.34782609,249.4077623,62204.23188,0,1,0,0,0,0,0,0,1,99.51111111,115.1666667,89.07407407,0,0,0,0,0,0,18,2073,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58398-6,192.168.159.133,58398,192.168.159.129,22,6,31-03-2024 10:33,12693765,18,32,2233,2565,1168,0,124.0555556,262.7448935,1280,0,80.15625,227.5768724,377.9808434,3.938941677,259056.4286,700012.0205,2479478,18,1.03E+07,608666.4706,1001309.839,2522400,543,1.27E+07,409476.2903,848761.4359,2479478,59,0,0,0,0,576,1040,1.418019004,2.520922673,0,1280,94.07843137,237.080142,56206.99373,0,1,0,0,0,0,0,0,1,95.96,124.0555556,80.15625,0,0,0,0,0,0,18,2233,32,2565,-1,249,16,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58464-6,192.168.159.133,58464,192.168.159.129,22,6,31-03-2024 10:33,10292351,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,433.525829,4.372178912,233917.0682,653049.8884,2479586,11,1.03E+07,605400.5294,986152.9923,2523530,293,1.02E+07,391965.9615,818452.208,2479586,73,0,0,0,0,576,880,1.748871565,2.623307347,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58448-6,192.168.159.133,58448,192.168.159.129,22,6,31-03-2024 10:33,10299515,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,433.2242829,4.36913777,234079.8864,652973.7232,2480511,13,1.03E+07,605828.0588,985891.0264,2522953,426,1.02E+07,392219.5,818302.6984,2480511,51,0,0,0,0,576,880,1.747655108,2.621482662,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-46420-6,192.168.159.133,46420,192.168.159.129,22,6,31-03-2024 10:33,783,1,3,0,0,0,0,0,0,0,0,0,0,0,5108.556833,261,130.7669683,411,171,0,0,0,0,0,783,391.5,311.8340905,612,171,0,0,0,0,32,112,1277.139208,3831.417625,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-46432-6,192.168.159.133,46432,192.168.159.129,22,6,31-03-2024 10:33,550,1,3,0,0,0,0,0,0,0,0,0,0,0,7272.727273,183.3333333,191.2337139,403,54,0,0,0,0,0,550,275,312.5411973,496,54,0,0,0,0,32,112,1818.181818,5454.545455,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58436-6,192.168.159.133,58436,192.168.159.129,22,6,31-03-2024 10:33,10488410,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,425.4219658,4.290450125,238372.9545,660504.8877,2479120,15,1.05E+07,616940.5882,995105.9201,2521228,414,1.04E+07,399455.0769,827189.5268,2479120,46,0,0,0,0,576,880,1.71618005,2.574270075,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58500-6,192.168.159.133,58500,192.168.159.129,22,6,31-03-2024 10:33,10292090,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,433.5368229,4.372289788,233911.1364,653305.4517,2480922,17,1.03E+07,605400.0588,985710.821,2522116,460,1.02E+07,391929.0769,818812.0764,2480922,40,0,0,0,0,576,880,1.748915915,2.623373873,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58520-6,192.168.159.133,58520,192.168.159.129,22,6,31-03-2024 10:33,10294986,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,433.4148682,4.371059854,233976.9545,653448.0517,2477966,12,1.03E+07,605555.6471,986423.3059,2521226,588,1.02E+07,392059,818980.4796,2477966,42,0,0,0,0,576,880,1.748423942,2.622635912,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58542-6,192.168.159.133,58542,192.168.159.129,22,6,31-03-2024 10:33,10366037,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,430.4441514,4.341099689,235591.75,657169.4541,2504497,27,1.04E+07,609728.3529,991240.923,2546327,472,1.03E+07,394776.8846,823547.0824,2504497,55,0,0,0,0,576,880,1.736439876,2.604659814,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-58528-6,192.168.159.133,58528,192.168.159.129,22,6,31-03-2024 10:33,12477551,18,32,2217,2565,1168,0,123.1666667,262.815133,1280,0,80.15625,227.5768724,383.2482833,4.007196605,254643.898,686072.351,2479159,26,1.02E+07,599556.8235,982880.1675,2521728,379,1.25E+07,402501.6452,831643.3509,2479159,162,0,0,0,0,576,1040,1.442590778,2.564605827,0,1280,93.76470588,237.0665382,56200.54353,0,1,0,0,0,0,0,0,1,95.64,123.1666667,80.15625,0,0,0,0,0,0,18,2217,32,2565,-1,249,16,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-46376-6,192.168.159.133,46376,192.168.159.129,22,6,31-03-2024 10:33,11093966,18,27,2057,2405,1168,0,114.2777778,265.5626226,1280,0,89.07407407,246.7943594,402.2006197,4.056259051,252135.5909,694653.9054,2622439,28,1.11E+07,652559.0588,1041984.828,2665023,675,1.10E+07,422762.7692,869361.7994,2622439,43,0,0,0,0,576,880,1.62250362,2.433755431,0,1280,97,249.3980308,62199.37778,0,1,0,0,0,0,0,0,1,99.15555556,114.2777778,89.07407407,0,0,0,0,0,0,18,2057,27,2405,-1,249,14,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-35808-6,192.168.159.133,35808,192.168.159.129,22,6,31-03-2024 10:33,535,1,3,0,0,0,0,0,0,0,0,0,0,0,7476.635514,178.3333333,204.3094059,413,40,0,0,0,0,0,535,267.5,321.7335854,495,40,0,0,0,0,32,112,1869.158879,5607.476636,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-46378-6,192.168.159.133,46378,192.168.159.129,22,6,31-03-2024 10:33,11763795,21,33,2233,2565,1168,0,106.3333333,246.2891255,1280,0,77.72727273,224.426947,407.8615787,4.590355408,221958.3962,616153.0445,2313104,13,1.18E+07,588171.85,928615.1111,2355049,346,1.18E+07,367598.875,762698.9952,2313104,29,0,0,0,0,672,1072,1.785138214,2.805217194,0,1280,87.23636364,229.4590227,52651.4431,0,1,0,0,0,0,0,0,1,88.85185185,106.3333333,77.72727273,0,0,0,0,0,0,21,2233,33,2565,-1,249,16,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
