Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.159.129-192.168.159.133-22-49576-6,192.168.159.133,49576,192.168.159.129,22,6,19/03/2024 01:30:03 PM,2704502,10,13,1417,1765,1168,0,141.7,362.0822651,1280,0,135.7692308,354.1346622,1176.556719,8.504338322,122931.9091,516134.4059,2432247,5,2704020,300446.6667,830974.6855,2515740,1221,2602613,216884.4167,698011.4625,2432247,46,0,0,0,0,320,432,3.697538401,4.806799921,0,1280,132.5833333,342.8404264,117539.558,0,1,0,0,0,0,0,0,1,138.3478261,141.7,135.7692308,0,0,0,0,0,0,10,1417,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49602-6,192.168.159.133,49602,192.168.159.129,22,6,19/03/2024 01:30:03 PM,2681581,10,13,1417,1765,1168,0,141.7,362.0822651,1280,0,135.7692308,354.1346622,1186.613419,8.577029745,121890.0455,510683.0785,2406849,10,2681097,297899.6667,824272.8669,2495432,1484,2577867,214822.25,690569.8314,2406849,46,0,0,0,0,320,432,3.729143367,4.847886377,0,1280,132.5833333,342.8404264,117539.558,0,1,0,0,0,0,0,0,1,138.3478261,141.7,135.7692308,0,0,0,0,0,0,10,1417,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49570-6,192.168.159.133,49570,192.168.159.129,22,6,19/03/2024 01:30:03 PM,2728314,12,13,1417,1765,1168,0,118.0833333,332.1277023,1280,0,135.7692308,354.1346622,1166.288045,9.163168169,113679.75,491073.8653,2417164,20,2727798,247981.6364,748995.5716,2505237,1379,2623519,218626.5833,692995.2262,2417164,48,0,0,0,0,384,432,4.398320721,4.764847448,0,1280,122.3846154,330.8088363,109434.4862,0,1,0,0,0,0,0,0,1,127.28,118.0833333,135.7692308,0,0,0,0,0,0,12,1417,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49608-6,192.168.159.133,49608,192.168.159.129,22,6,19/03/2024 01:30:03 PM,2624061,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1212.624249,8.002862738,131203.05,529640.6083,2379957,16,2623640,291515.5556,816795.9411,2468997,367,2519072,251907.2,747916.2814,2379957,65,0,0,0,0,320,368,3.810887018,4.19197572,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49630-6,192.168.159.133,49630,192.168.159.129,22,6,19/03/2024 01:30:05 PM,282966,10,13,1433,1717,1168,0,143.3,361.8931856,1280,0,132.0769231,354.8334026,11132.07947,81.28185012,12862.09091,18823.55463,58974,17,282297,31366.33333,36244.00725,110842,455,180925,15077.08333,17984.18535,45142,58,0,0,0,0,320,432,35.33993483,45.94191528,0,1280,131.25,343.1483707,117750.8043,0,1,0,0,0,0,0,0,1,136.9565217,143.3,132.0769231,0,0,0,0,0,0,10,1433,13,1717,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49630-6,192.168.159.129,22,192.168.159.133,49630,6,19/03/2024 01:30:05 PM,104101,1,1,0,0,0,0,0,0,0,0,0,0,0,19.21211131,104101,0,104101,104101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9.606055657,9.606055657,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,249,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49534-6,192.168.159.133,49534,192.168.159.129,22,6,19/03/2024 01:30:02 PM,3961803,12,17,1577,1925,1168,0,131.4166667,328.4659823,1280,0,113.2352941,310.2320763,883.9409733,7.319899551,141492.9643,499607.8873,2373274,14,3961366,360124.1818,792858.2684,2415391,818,3860071,241254.4375,651392.2703,2373274,32,0,0,0,0,384,560,3.028923952,4.290975599,0,1280,116.7333333,307.5550899,94590.13333,0,1,0,0,0,0,0,0,1,120.7586207,131.4166667,113.2352941,0,0,0,0,0,0,12,1577,17,1925,-1,249,8,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49720-6,192.168.159.133,49720,192.168.159.129,22,6,19/03/2024 01:30:07 PM,751,1,3,0,0,0,0,0,0,0,0,0,0,0,5326.231691,250.3333333,241.7857178,514,39,0,0,0,0,0,751,375.5,475.8828637,712,39,0,0,0,0,32,112,1331.557923,3994.673768,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49726-6,192.168.159.133,49726,192.168.159.129,22,6,19/03/2024 01:30:07 PM,509,1,3,0,0,0,0,0,0,0,0,0,0,0,7858.546169,169.6666667,144.921818,330,48,0,0,0,0,0,509,254.5,292.0351006,461,48,0,0,0,0,32,112,1964.636542,5893.909627,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49640-6,192.168.159.133,49640,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1545037,11,13,1433,1765,1168,0,130.2727273,346.0300828,1280,0,135.7692308,354.1346622,2069.853343,15.53360858,67175.52174,268136.1906,1294315,14,1544170,154417,430442.6018,1378077,23,1443389,120282.4167,370116.4208,1294315,62,0,0,0,0,352,432,7.119570599,8.414037981,0,1280,127.92,336.6210679,113313.7433,0,1,0,0,0,0,0,0,1,133.25,130.2727273,135.7692308,0,0,0,0,0,0,11,1433,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49732-6,192.168.159.133,49732,192.168.159.129,22,6,19/03/2024 01:30:07 PM,562,1,3,0,0,0,0,0,0,0,0,0,0,0,7117.437722,187.3333333,142.4406309,340,58,0,0,0,0,0,562,281,315.3696244,504,58,0,0,0,0,32,112,1779.359431,5338.078292,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49614-6,192.168.159.133,49614,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1587711,11,13,1433,1765,1168,0,130.2727273,346.0300828,1280,0,135.7692308,354.1346622,2014.220472,15.1161011,69030.91304,274809.3624,1326785,9,1587275,158727.5,440180.3812,1410108,581,1485573,123797.75,379265.5929,1326785,35,0,0,0,0,352,432,6.928213006,8.187888098,0,1280,127.92,336.6210679,113313.7433,0,1,0,0,0,0,0,0,1,133.25,130.2727273,135.7692308,0,0,0,0,0,0,11,1433,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49672-6,192.168.159.133,49672,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1599214,10,13,1433,1765,1168,0,143.3,361.8931856,1280,0,135.7692308,354.1346622,1999.732369,14.38206519,72691.54545,281212.6131,1328995,13,1598739,177637.6667,463755.039,1413002,458,1497703,124808.5833,379616.6955,1328995,24,0,0,0,0,320,432,6.253071822,8.128993368,0,1280,133.25,342.781747,117499.3261,0,1,0,0,0,0,0,0,1,139.0434783,143.3,135.7692308,0,0,0,0,0,0,10,1433,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49674-6,192.168.159.133,49674,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1604183,10,12,1417,1765,1168,0,141.7,362.0822651,1280,0,147.0833333,367.4193686,1983.564219,13.71414608,76389.66667,281209.5739,1300236,26,1603716,178190.6667,452246.3079,1382621,770,1502853,136623,386489.4468,1300236,26,0,0,0,0,320,400,6.233702763,7.480443316,0,1280,138.3478261,349.3544187,122048.5099,0,1,0,0,0,0,0,0,1,144.6363636,141.7,147.0833333,0,0,0,0,0,0,10,1417,12,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49644-6,192.168.159.133,49644,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1654537,10,13,1417,1765,1168,0,141.7,362.0822651,1280,0,135.7692308,354.1346622,1923.196641,13.90116993,75206.22727,282305.4958,1335604,17,1654097,183788.5556,463600.2123,1418572,562,1552312,129359.3333,380442.0384,1335604,46,0,0,0,0,320,432,6.043986928,7.857183006,0,1280,132.5833333,342.8404264,117539.558,0,1,0,0,0,0,0,0,1,138.3478261,141.7,135.7692308,0,0,0,0,0,0,10,1417,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49654-6,192.168.159.133,49654,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1644915,10,12,1417,1765,1168,0,141.7,362.0822651,1280,0,147.0833333,367.4193686,1934.446461,13.37455127,78329.28571,288599.7419,1334342,23,1644590,182732.2222,463805.2345,1417883,1187,1542234,140203.0909,396654.0547,1334342,60,0,0,0,0,320,400,6.079341486,7.295209783,0,1280,138.3478261,349.3544187,122048.5099,0,1,0,0,0,0,0,0,1,144.6363636,141.7,147.0833333,0,0,0,0,0,0,10,1417,12,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49688-6,192.168.159.133,49688,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1605676,10,11,1433,1765,1168,0,143.3,361.8931856,1280,0,160.4545455,382.2782661,1991.684499,13.07860365,80283.8,294109.7748,1327187,12,1605201,178355.6667,462489.8674,1410542,356,1504396,150439.6,413825.6286,1327187,48,0,0,0,0,320,368,6.227906502,6.850697152,0,1280,145.3636364,356.1530631,126845.0043,0,1,0,0,0,0,0,0,1,152.2857143,143.3,160.4545455,0,0,0,0,0,0,10,1433,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49686-6,192.168.159.133,49686,192.168.159.129,22,6,19/03/2024 01:30:05 PM,1627767,10,12,1433,1765,1168,0,143.3,361.8931856,1280,0,147.0833333,367.4193686,1964.654647,13.51544785,77512.71429,281738.4165,1303595,25,1627278,180808.6667,452906.2102,1387045,597,1526099,138736.2727,386936.2052,1303595,54,0,0,0,0,320,400,6.143385386,7.372062463,0,1280,139.0434783,349.2821832,121998.0435,0,1,0,0,0,0,0,0,1,145.3636364,143.3,147.0833333,0,0,0,0,0,0,10,1433,12,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49698-6,192.168.159.133,49698,192.168.159.129,22,6,19/03/2024 01:30:06 PM,1621188,10,11,1433,1765,1168,0,143.3,361.8931856,1280,0,160.4545455,382.2782661,1972.627481,12.95346376,81059.4,315450.3516,1418965,19,1620783,180087,495817.6673,1501077,504,1519408,151940.8,445490.631,1418965,52,0,0,0,0,320,368,6.168316074,6.785147682,0,1280,145.3636364,356.1530631,126845.0043,0,1,0,0,0,0,0,0,1,152.2857143,143.3,160.4545455,0,0,0,0,0,0,10,1433,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49846-6,192.168.159.133,49846,192.168.159.129,22,6,19/03/2024 01:30:08 PM,621,1,3,0,0,0,0,0,0,0,0,0,0,0,6441.223833,207,160.0093747,366,46,0,0,0,0,0,621,310.5,374.0594872,575,46,0,0,0,0,32,112,1610.305958,4830.917874,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49612-6,192.168.159.133,49612,192.168.159.129,22,6,19/03/2024 01:30:05 PM,3525394,12,15,1577,1925,1168,0,131.4166667,328.4659823,1280,0,128.3333333,328.5073747,993.364146,7.65871843,135592.0769,446781.607,1882827,14,3524972,320452,690706.209,1965430,432,3423704,244550.2857,596531.721,1882827,50,0,0,0,0,384,496,3.403874858,4.254843572,0,1280,125.0714286,317.0415242,100515.328,0,1,0,0,0,0,0,0,1,129.7037037,131.4166667,128.3333333,0,0,0,0,0,0,12,1577,15,1925,-1,249,8,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49880-6,192.168.159.133,49880,192.168.159.129,22,6,19/03/2024 01:30:09 PM,501,1,3,0,0,0,0,0,0,0,0,0,0,0,7984.031936,167,139.8141624,323,53,0,0,0,0,0,501,250.5,279.3071786,448,53,0,0,0,0,32,112,1996.007984,5988.023952,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49882-6,192.168.159.133,49882,192.168.159.129,22,6,19/03/2024 01:30:09 PM,601,1,3,0,0,0,0,0,0,0,0,0,0,0,6655.574043,200.3333333,191.1134044,421,88,0,0,0,0,0,601,300.5,294.8635278,509,92,0,0,0,0,32,112,1663.893511,4991.680532,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49740-6,192.168.159.133,49740,192.168.159.129,22,6,19/03/2024 01:30:07 PM,2086814,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1524.812465,10.06318723,104340.7,419915.9016,1886676,16,2086423,231824.7778,652744.5721,1971638,308,1985321,198532.1,593375.6598,1886676,36,0,0,0,0,320,368,4.79199392,5.271193312,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49774-6,192.168.159.133,49774,192.168.159.129,22,6,19/03/2024 01:30:07 PM,2085850,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1525.517175,10.06783805,104292.5,419347.5718,1884219,17,2085408,231712,651024.9024,1966920,521,1984469,198446.9,592544.8925,1884219,45,0,0,0,0,320,368,4.794208596,5.273629456,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49876-6,192.168.159.133,49876,192.168.159.129,22,6,19/03/2024 01:30:09 PM,185053,10,10,1417,1717,1168,0,141.7,362.0822651,1280,0,171.7,400.395374,16935.68869,108.0771455,9739.631579,17858.36674,58730,28,184558,20506.44444,27230.83283,67107,587,83598,9288.666667,14371.43371,41401,47,0,0,0,0,320,336,54.03857273,54.03857273,0,1280,149.2380952,364.0512196,132533.2905,0,1,0,0,0,0,0,0,1,156.7,141.7,171.7,0,0,0,0,0,0,10,1417,10,1717,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49790-6,192.168.159.133,49790,192.168.159.129,22,6,19/03/2024 01:30:07 PM,2093139,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1520.204822,10.03277852,104656.95,419441.3085,1884959,11,2092835,232537.2222,650368.1223,1965965,593,1991973,199197.3,592531.059,1884959,30,0,0,0,0,320,368,4.777513581,5.255264939,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49788-6,192.168.159.133,49788,192.168.159.129,22,6,19/03/2024 01:30:07 PM,2095628,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1518.399258,10.02086248,104781.4,419276.9971,1884408,12,2095226,232802.8889,651173.4619,1968449,717,1994453,199445.3,592251.9504,1884408,55,0,0,0,0,320,368,4.771839277,5.249023205,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49828-6,192.168.159.133,49828,192.168.159.129,22,6,19/03/2024 01:30:07 PM,2103158,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1512.962887,9.984984485,105157.9,420779.7916,1891215,29,2102753,233639.2222,652917.8306,1973951,1080,2002195,200219.5,594355.8946,1891215,49,0,0,0,0,320,368,4.754754517,5.230229968,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49876-6,192.168.159.129,22,192.168.159.133,49876,6,19/03/2024 01:30:09 PM,73456,1,1,0,0,0,0,0,0,0,0,0,0,0,27.22718362,73456,0,73456,73456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13.61359181,13.61359181,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,249,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49840-6,192.168.159.133,49840,192.168.159.129,22,6,19/03/2024 01:30:07 PM,2093217,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1520.148174,10.03240467,104660.85,422075.0438,1896186,17,2092774,232530.4444,655963.772,1980945,557,1992157,199215.7,596469.9407,1896186,38,0,0,0,0,320,368,4.777335556,5.255069111,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49954-6,192.168.159.133,49954,192.168.159.129,22,6,19/03/2024 01:30:10 PM,548,1,3,0,0,0,0,0,0,0,0,0,0,0,7299.270073,182.6666667,178.9869641,385,45,0,0,0,0,0,548,274,323.8549058,503,45,0,0,0,0,32,112,1824.817518,5474.452555,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49842-6,192.168.159.133,49842,192.168.159.129,22,6,19/03/2024 01:30:08 PM,1898135,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1676.382344,11.06349127,94906.75,376114.3858,1690938,24,1897819,210868.7778,587202.3293,1775813,736,1796192,179619.2,531274.0052,1690938,49,0,0,0,0,320,368,5.268329176,5.795162093,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49964-6,192.168.159.133,49964,192.168.159.129,22,6,19/03/2024 01:30:10 PM,668,1,3,0,0,0,0,0,0,0,0,0,0,0,5988.023952,222.6666667,158.7524278,344,43,0,0,0,0,0,668,334,411.5361467,625,43,0,0,0,0,32,112,1497.005988,4491.017964,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49706-6,192.168.159.133,49706,192.168.159.129,22,6,19/03/2024 01:30:07 PM,3949842,12,15,1577,1925,1168,0,131.4166667,328.4659823,1280,0,128.3333333,328.5073747,886.6177432,6.835716467,151917,500834.0549,1887061,29,3949503,359045.7273,769281.7162,1929277,503,3848561,274897.2143,668403.7614,1887061,45,0,0,0,0,384,496,3.038096207,3.797620259,0,1280,125.0714286,317.0415242,100515.328,0,1,0,0,0,0,0,0,1,129.7037037,131.4166667,128.3333333,0,0,0,0,0,0,12,1577,15,1925,-1,249,8,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49862-6,192.168.159.133,49862,192.168.159.129,22,6,19/03/2024 01:30:09 PM,2066579,11,13,1417,1765,1168,0,128.8181818,346.1481816,1280,0,135.7692308,354.1346622,1539.742734,11.61339586,89851.26087,378758.5079,1825262,19,2066107,206610.7,597467.0478,1905913,398,1965636,163803,523515.2818,1825262,69,0,0,0,0,352,432,5.322806435,6.290589423,0,1280,127.28,336.6678036,113345.21,0,1,0,0,0,0,0,0,1,132.5833333,128.8181818,135.7692308,0,0,0,0,0,0,11,1417,13,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49806-6,192.168.159.133,49806,192.168.159.129,22,6,19/03/2024 01:30:07 PM,3968811,12,15,1593,1925,1168,0,132.75,328.3415973,1280,0,128.3333333,328.5073747,886.4115726,6.803045043,152646.5769,501964.5658,1894113,8,3968271,360751.9091,771247.1459,1936964,342,3867172,276226.5714,669783.5426,1894113,51,0,0,0,0,384,496,3.023575575,3.779469468,0,1280,125.6428571,317.0016023,100490.0159,0,1,0,0,0,0,0,0,1,130.2962963,132.75,128.3333333,0,0,0,0,0,0,12,1593,15,1925,-1,249,8,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49992-6,192.168.159.133,49992,192.168.159.129,22,6,19/03/2024 01:30:11 PM,711,1,3,0,0,0,0,0,0,0,0,0,0,0,5625.879044,237,174.0775689,396,51,0,0,0,0,0,711,355.5,430.6280297,660,51,0,0,0,0,32,112,1406.469761,4219.409283,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-50008-6,192.168.159.133,50008,192.168.159.129,22,6,19/03/2024 01:30:11 PM,639,1,3,0,0,0,0,0,0,0,0,0,0,0,6259.780908,213,158.0854199,368,52,0,0,0,0,0,639,319.5,378.3021279,587,52,0,0,0,0,32,112,1564.945227,4694.835681,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49904-6,192.168.159.133,49904,192.168.159.129,22,6,19/03/2024 01:30:09 PM,2070927,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1536.509978,10.14038641,103546.35,413989.193,1860676,10,2070554,230061.5556,642662.7251,1942967,336,1969524,196952.4,584793.8417,1860676,33,0,0,0,0,320,368,4.828755432,5.311630975,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49898-6,192.168.159.133,49898,192.168.159.129,22,6,19/03/2024 01:30:09 PM,2105862,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1511.02019,9.972163418,105293.1,420182.9653,1888761,14,2105479,233942.1111,652697.8663,1973673,766,2003850,200385,593456.9007,1888761,32,0,0,0,0,320,368,4.748649247,5.223514171,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-50032-6,192.168.159.133,50032,192.168.159.129,22,6,19/03/2024 01:30:11 PM,679,1,3,0,0,0,0,0,0,0,0,0,0,0,5891.0162,226.3333333,223.8310375,484,80,0,0,0,0,0,679,339.5,366.9884194,599,80,0,0,0,0,32,112,1472.75405,4418.26215,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,227,0,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49928-6,192.168.159.133,49928,192.168.159.129,22,6,19/03/2024 01:30:09 PM,2081438,10,12,1417,1765,1168,0,141.7,362.0822651,1280,0,147.0833333,367.4193686,1528.750796,10.56961581,99116.09524,403654.5134,1859091,14,2081101,231233.4444,641371.7454,1940554,674,1979788,179980.7273,557107.5129,1859091,26,0,0,0,0,320,400,4.804370824,5.765244989,0,1280,138.3478261,349.3544187,122048.5099,0,1,0,0,0,0,0,0,1,144.6363636,141.7,147.0833333,0,0,0,0,0,0,10,1417,12,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
192.168.159.129-192.168.159.133-22-49936-6,192.168.159.133,49936,192.168.159.129,22,6,19/03/2024 01:30:09 PM,2067048,10,11,1417,1765,1168,0,141.7,362.0822651,1280,0,160.4545455,382.2782661,1539.393376,10.15941575,103352.4,409456.1348,1841170,31,2066634,229626,636179.4663,1925256,602,1965908,196590.8,578089.1027,1841170,51,0,0,0,0,320,368,4.837817022,5.321598724,0,1280,144.6363636,356.240762,126907.4805,0,1,0,0,0,0,0,0,1,151.5238095,141.7,160.4545455,0,0,0,0,0,0,10,1417,11,1765,-1,249,6,0,0,0,0,0,0,0,0,0,SSH-Bruteforce
